date,rank,lw,artist,label,total,change,album_sales,tea,sea,movement,post,halftime,album
2/8/2019,9,9,SPIDER-MAN: INTO THE SPIDER-VERSE,REPUBLIC,32535,-0.07,3164,3602,25769,0,1,0,SOUNDTRACK
2/8/2019,10,12,QUEEN,HOLLYWOOD,31624,0.04,7953,5097,18573,2,1,0,GREATEST HITS 1
2/8/2019,11,17,THE GREATEST SHOWMAN,ATLANTIC,27769,0.11,11244,2602,13923,6,1,0,ORIGINAL SOUNDTRACK
2/8/2019,12,13,KODAK BLACK,ATLANTIC,27253,-0.03,158,768,26327,1,1,0,DYING TO LIVE
2/8/2019,13,21,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,25216,0.14,4160,2971,18085,8,1,0,THIS ONE'S FOR YOU
2/8/2019,14,16,JUICE WRLD,GRADE A/INTERSCOPE,24880,-0.02,307,715,23859,2,1,0,GOODBYE &amp; GOOD RIDDANCE
2/8/2019,15,22,CARDI B,ATLANTIC,23668,0.1,1575,1560,20533,7,1,0,INVASION OF PRIVACY
2/8/2019,16,19,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,23212,0.02,163,851,22198,3,1,0,DRIP HARDER
2/8/2019,17,18,BAD BUNNY,RIMAS,22535,-0.07,511,833,21191,1,1,0,X 100PRE
2/8/2019,18,26,BILLIE EILISH,DARKROOM/INTERSCOPE,22494,0.21,2726,1400,18368,8,1,0,DONT SMILE AT ME
2/8/2019,19,20,XXXTENTACION,BAD VIBES FOREVER,20817,-0.06,656,806,19356,1,1,0,?
2/8/2019,20,23,YOUNGBOY NEVER BROKE AGAIN,ATLANTIC,20114,-0.01,214,210,19690,3,1,0,REALER
2/8/2019,21,1,BACKSTREET BOYS,K-BAHN/RCA,19710,-0.92,15866,734,3110,-20,1,0,DNA
2/8/2019,22,28,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,19704,0.08,184,229,19290,6,1,0,STREET GOSSIP
2/8/2019,23,24,ARIANA GRANDE,REPUBLIC,19183,-0.04,2498,1040,15646,1,1,0,SWEETENER
2/8/2019,24,25,POST MALONE,REPUBLIC,18970,0.02,772,640,17558,1,1,0,STONEY
2/8/2019,25,31,ELLA MAI,10 SUMMERS/INTERSCOPE,18406,0.08,1656,892,15858,6,1,0,ELLA MAI
2/8/2019,26,26,GRATEFUL DEAD,GRATEFUL DEAD/RHINO,18171,0.0,18071,0,0,0,1,0,DAVE'S PICKS VOL. 29
2/8/2019,27,27,LUIS FONSI,UNIVERSAL MUSIC LATIN,18093,0.0,11149,1280,5664,0,1,0,VIDA
2/8/2019,28,28,VARIOUS ARTISTS,NOW,17319,0.0,17319,0,0,0,1,0,NOW 69
2/8/2019,29,29,LIL WAYNE,YOUNG MONEY,17264,-0.01,793,616,15854,0,1,0,THA CARTER V
2/8/2019,30,30,HAMILTON,UPTOWN/ATLANTIC,17150,-0.01,4337,393,12420,0,1,0,ORIGINAL BROADWAY CAST
2/8/2019,31,33,ED SHEERAN,ATLANTIC,17059,0.07,2222,1632,13205,2,1,0,DIVIDE
2/8/2019,32,36,DAN + SHAY,WARNER BROS. NASHVILLE,16598,0.08,2768,1966,11865,4,1,0,DAN + SHAY
2/8/2019,33,34,PANIC! AT THE DISCO,FUELED BY RAMEN/ATLANTIC,16585,0.04,3132,2552,10901,1,1,0,PRAY FOR THE WICKED
2/8/2019,34,39,LAUREN DAIGLE,CENTRICITY/12TONE,16269,0.17,7750,2303,6216,5,1,0,LOOK UP CHILD
2/8/2019,35,32,KHALID,RIGHT HAND MUSIC/RCA,16050,-0.01,523,1352,14174,-3,1,0,SUNCITY
2/8/2019,36,36,G HERBO,MACHINE,16028,0.0,831,309,14888,0,1,0,STILL SWERVIN
2/8/2019,37,35,METRO BOOMIN,BOOMINATI/REPUBLIC,15652,-0.01,159,208,15284,-2,1,0,NOT ALL HEROES WEAR CAPES
2/8/2019,38,37,6IX9INE,SCUMGANG/CREATE,14862,-0.03,214,325,14324,-1,1,0,DUMMY BOY
2/8/2019,39,39,BLUEFACE,5TH AMENDMENT/EONE,14238,0.0,84,531,13623,0,1,0,FAMOUS CRYP
2/8/2019,40,40,MAROON 5,222/INTERSCOPE,14206,0.0,1061,3087,10058,0,1,1,RED PILL BLUES (DELUXE)
2/8/2019,41,40,KHALID,RIGHT HAND MUSIC/RCA,13991,0.01,1071,395,12525,-1,1,0,AMERICAN TEEN
2/8/2019,42,41,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,13893,0.02,3627,1604,8663,-1,1,0,ORIGINS
2/8/2019,43,43,QUEEN,HOLLYWOOD,13860,0.0,7609,947,5304,0,1,0,BOHEMIAN RHAPSODY (THE ORIGINAL SOUNDTRACK)
2/8/2019,44,4,WEEZER,CRUSH/ATLANTIC,13640,-0.66,7961,764,4915,-40,1,0,WEEZER (TEAL ALBUM)
2/8/2019,45,15,XXXTENTACION,MEMBERS ONLY/EMPIRE,13469,-0.5,289,165,13015,-30,1,0,"XXXTENTACION PRESENTS: MEMBERS ONLY, VOL. 4"
2/8/2019,46,46,CHRIS STAPLETON,MERCURY NASHVILLE,13281,0.0,4116,1017,8148,0,1,0,TRAVELLER
2/8/2019,47,50,EMINEM,SHADY/AFTERMATH/INTERSCOPE,13279,0.07,2959,533,9787,3,1,0,KAMIKAZE
2/8/2019,48,48,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,13220,0.0,2219,1713,9288,0,1,0,EVOLVE
2/8/2019,49,42,BAZZI,IAMCOSMIC/ATLANTIC,13165,-0.01,199,856,12110,-7,1,0,COSMIC
2/8/2019,50,50,NICKI MINAJ,YMCMB/REPUBLIC,12986,0.0,563,625,11798,0,1,0,QUEEN
1/31/2020,1,4,RODDY RICCH,BIRD VISION/ATLANTIC,93205,-0.07,964,1441,90800,3,0,0,PLEASE EXCUSE ME FOR BEING ANTI-SOCIAL
1/31/2020,2,1,EMINEM,SHADY/AFTERMATH/INTERSCOPE,86497,-0.69,13604,2431,70462,-1,0,0,MUSIC TO BE MURDERED BY
1/31/2020,3,8,BILLIE EILISH,DARKROOM/INTERSCOPE,56513,0.62,18052,4528,33933,5,0,0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
1/31/2020,4,2,HALSEY,CAPITOL,51115,-0.78,14316,2130,34669,-2,0,0,MANIC
1/31/2020,5,5,POST MALONE,REPUBLIC,49701,-0.06,2827,2609,44266,0,0,0,HOLLYWOOD'S BLEEDING
1/31/2020,6,3,MAC MILLER,WARNER,46342,-0.73,2578,325,43439,-3,0,0,CIRCLES
1/31/2020,7,9,DABABY,INTERSCOPE,33291,-0.04,326,517,32449,2,0,0,KIRK
1/31/2020,8,7,HARRY STYLES,COLUMBIA,30918,-0.16,7440,756,22722,-1,0,0,FINE LINE
1/31/2020,9,13,MONEYBAGG YO,N-LESS/INTERSCOPE,28533,-0.1,224,205,28104,4,0,0,TIME SERVED
1/31/2020,10,14,TRAVIS SCOTT,CACTUS JACK/EPIC,28192,-0.03,310,351,27531,4,0,0,JACKBOYS
1/31/2020,11,12,FROZEN 2,WALT DISNEY,27676,-0.13,5997,940,20740,1,0,0,SOUNDTRACK
1/31/2020,12,19,LIZZO,NICE LIFE/ATLANTIC,27676,0.19,5147,4237,18291,7,0,0,CUZ I LOVE YOU
1/31/2020,13,6,SELENA GOMEZ,INTERSCOPE,25322,-0.35,3746,1012,20565,-7,0,0,RARE
1/31/2020,14,15,YOUNG THUG,ATLANTIC,24247,-0.1,60,202,23986,1,0,0,SO MUCH FUN
1/31/2020,15,18,SUMMER WALKER,LVRN/INTERSCOPE,23890,-0.01,622,221,23047,3,0,0,OVER IT
1/31/2020,16,20,ROD WAVE,ALAMO/GEFFEN/INTERSCOPE,23516,0.03,107,195,23214,4,0,0,GHETTO GOSPEL
1/31/2020,17,16,TRIPPIE REDD,TENTHOUSAND/CAROLINE,23336,-0.07,372,114,22849,-1,0,0,A LOVE LETTER TO YOU 4
1/31/2020,18,25,CAMILA CABELLO,SYCO/EPIC,22929,0.06,2291,3090,17548,7,0,0,ROMANCE
1/31/2020,19,17,YOUNGBOY NEVER BROKE AGAIN,NEVER BROKE AGAIN/ATLANTIC,22257,-0.09,170,144,21943,-2,0,0,AI YOUNGBOY 2
1/31/2020,20,21,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,22136,-0.03,3060,1283,17794,1,0,0,WHAT YOU SEE IS WHAT YOU GET
1/31/2020,21,22,TAYLOR SWIFT,REPUBLIC,21287,-0.05,3522,983,16781,1,0,0,LOVER
1/31/2020,22,24,JUICE WRLD,GRADE A/INTERSCOPE,21158,-0.03,523,281,20355,2,0,0,GOODBYE &amp; GOOD RIDDANCE
1/31/2020,23,45,BLAKE SHELTON,WARNER NASHVILLE,20960,0.33,7264,4287,9409,22,0,0,FULLY LOADED: GOD'S COUNTRY
1/31/2020,24,29,LEWIS CAPALDI,VERTIGO BERLIN/CAPITOL,20512,0.02,1470,2285,16757,5,0,0,DIVINELY UNINSPIRED TO A HELLISH EXTENT
1/31/2020,25,33,BILLIE EILISH,DARKROOM/INTERSCOPE,20468,0.13,4534,1220,14714,8,0,0,DONT SMILE AT ME
1/31/2020,26,11,DREAMVILLE,DREAMVILLE/ROC NATION/INTERSCOPE,18914,-0.42,384,193,18337,-15,0,0,REVENGE OF THE DREAMERS III
1/31/2020,27,27,BREAKING BENJAMIN,HOLLYWOOD,18774,0.0,15295,543,2936,0,0,0,AURORA
1/31/2020,28,28,POST MALONE,REPUBLIC,18309,-0.12,594,449,17266,0,0,0,BEERBONGS &amp; BENTLEYS
1/31/2020,29,30,JUICE WRLD,GRADE A/INTERSCOPE,18284,-0.07,420,203,17661,1,0,0,DEATH RACE FOR LOVE
1/31/2020,30,31,ED SHEERAN,ATLANTIC,17150,-0.12,1154,1297,14700,1,0,0,NO. 6 COLLABORATIONS PROJECT
1/31/2020,31,47,LIL NAS X,COLUMBIA,16424,0.08,369,2109,13946,16,0,0,7
1/31/2020,32,41,DRAKE,YMCMB/REPUBLIC,15975,-0.06,181,215,15580,9,0,0,SCORPION
1/31/2020,33,27,YNW MELLY,ATLANTIC,15823,-0.27,20,227,15576,-6,0,0,MELLY VS. MELVIN
1/31/2020,34,32,MUSTARD,10 SUMMERS/INTERSCOPE,15756,-0.16,37,385,15334,-2,0,0,PERFECT TEN
1/31/2020,35,39,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,15755,-0.07,1008,549,14198,4,0,0,THIS ONE'S FOR YOU
1/31/2020,36,35,TONES AND I,NEW ELEKTRA,15550,-0.13,568,1700,13282,-1,0,0,THE KIDS ARE COMING
1/31/2020,37,38,DOJA CAT,KEMOSABE/RCA,15504,-0.1,168,500,14836,1,0,0,HOT PINK
1/31/2020,38,37,QUEEN,HOLLYWOOD,15033,-0.13,2191,823,12019,-1,0,0,GREATEST HITS 1
1/31/2020,39,42,TRAVIS SCOTT,CACTUS JACK/GRAND HUSTLE/EPIC,14994,-0.1,284,146,14565,3,0,0,ASTROWORLD
1/31/2020,40,46,CHRIS BROWN,RCA,14884,-0.05,197,370,14317,6,0,0,INDIGO
1/31/2020,41,41,ARIANA GRANDE,REPUBLIC,14476,0.0,995,637,12844,0,0,0,"THANK U, NEXT"
1/31/2020,42,44,POST MALONE,REPUBLIC,13662,-0.14,396,214,13053,2,0,0,STONEY
1/31/2020,43,48,KHALID,RIGHT HAND MUSIC/RCA,13464,-0.12,515,313,12636,5,0,0,FREE SPIRIT
1/31/2020,44,40,XXXTENTACION,BAD VIBES FOREVER,13213,-0.22,191,189,12833,-4,0,0,?
1/31/2020,45,43,LIL TJAY,COLUMBIA,12750,-0.23,18,87,12646,-2,0,0,TRUE 2 MYSELF
1/31/2020,46,50,ELTON JOHN,ISLAND,12398,-0.16,1784,832,9782,4,0,0,DIAMONDS
1/31/2020,47,49,DABABY,INTERSCOPE,11758,-0.2,161,212,11385,2,0,0,BABY ON BABY
1/31/2020,48,36,LIL TECCA,GALACTIC/REPUBLIC,11683,-0.33,34,122,11527,-12,0,0,WE LOVE YOU TECCA
1/31/2020,49,49,MORGAN WALLEN,BIG LOUD,11677,0.0,471,535,10670,0,0,0,IF I KNOW ME
1/31/2020,50,50,HAMILTON,UPTOWN/ATLANTIC,11600,0.0,1366,134,10099,0,0,0,ORIGINAL BROADWAY CAST
2/7/2020,1,1,LIL WAYNE,YOUNG MONEY/REPUBLIC,138388,0.0,37229,1960,99200,0,1,0,FUNERAL
2/7/2020,2,1,RODDY RICCH,BIRD VISION/ATLANTIC,86725,-0.07,881,1521,84323,-1,1,0,PLEASE EXCUSE ME FOR BEING ANTI-SOCIAL
2/7/2020,3,3,RUSS,COLUMBIA,67716,0.0,39815,538,27363,0,1,0,SHAKE THE SNOW GLOBE
2/7/2020,4,2,EMINEM,SHADY/AFTERMATH/INTERSCOPE,62372,-0.28,17247,1324,43801,-2,1,0,MUSIC TO BE MURDERED BY
2/7/2020,5,5,POST MALONE,REPUBLIC,51289,0.03,4641,2827,43821,0,1,0,HOLLYWOOD'S BLEEDING
2/7/2020,6,3,BILLIE EILISH,DARKROOM/INTERSCOPE,48381,-0.14,13638,2559,32184,-3,1,0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2/7/2020,7,7,KESHA,KEMOSABE/RCA,44729,0.0,35102,908,8719,0,1,0,HIGH ROAD
2/7/2020,8,4,HALSEY,CAPITOL,38841,-0.24,11349,1305,26186,-4,1,0,MANIC
2/7/2020,9,9,LOUIS TOMLINSON,SYCO/ARISTA,38525,0.0,34150,297,4078,0,1,0,WALLS
2/7/2020,10,21,TAYLOR SWIFT,REPUBLIC,31856,0.5,8968,2063,20825,11,1,0,LOVER
2/7/2020,11,8,HARRY STYLES,COLUMBIA,30099,-0.03,7431,921,21748,-3,1,0,FINE LINE
2/7/2020,12,7,DABABY,INTERSCOPE,30023,-0.1,316,493,29213,-5,1,0,KIRK
2/7/2020,13,13,KEY GLOCK,PAPER ROUTE EMPIRE,28290,0.0,782,220,27288,0,1,0,YELLOW TAPE
2/7/2020,14,14,YO GOTTI,EPIC/CMG,27341,0.0,3069,555,23717,0,1,0,UNTRAPPED
2/7/2020,15,10,TRAVIS SCOTT,CACTUS JACK/EPIC,25613,-0.09,235,334,25045,-5,1,0,JACKBOYS
2/7/2020,16,6,MAC MILLER,WARNER,25324,-0.45,758,184,24382,-10,1,0,CIRCLES
2/7/2020,17,19,YOUNGBOY NEVER BROKE AGAIN,NEVER BROKE AGAIN/ATLANTIC,24499,0.1,163,147,24189,2,1,0,AI YOUNGBOY 2
2/7/2020,18,12,LIZZO,NICE LIFE/ATLANTIC,24487,-0.12,4247,2382,17858,-6,1,0,CUZ I LOVE YOU
2/7/2020,19,15,SUMMER WALKER,LVRN/INTERSCOPE,23967,0.0,548,224,23194,-4,1,0,OVER IT
2/7/2020,20,11,FROZEN 2,WALT DISNEY,23940,-0.13,5793,924,17224,-9,1,0,SOUNDTRACK
2/7/2020,21,20,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,23178,0.05,4143,1641,17395,-1,1,0,WHAT YOU SEE IS WHAT YOU GET
2/7/2020,22,14,YOUNG THUG,ATLANTIC,22474,-0.07,48,201,22226,-8,1,0,SO MUCH FUN
2/7/2020,23,16,ROD WAVE,ALAMO/GEFFEN/INTERSCOPE,22420,-0.05,130,194,22096,-7,1,0,GHETTO GOSPEL
2/7/2020,24,9,MONEYBAGG YO,N-LESS/INTERSCOPE,21655,-0.24,156,176,21323,-15,1,0,TIME SERVED
2/7/2020,25,25,BILLIE EILISH,DARKROOM/INTERSCOPE,20798,0.02,4383,902,15513,0,1,0,DONT SMILE AT ME
2/7/2020,26,17,TRIPPIE REDD,TENTHOUSAND/CAROLINE,20774,-0.11,350,99,20325,-9,1,0,A LOVE LETTER TO YOU 4
2/7/2020,27,22,JUICE WRLD,GRADE A/INTERSCOPE,20656,-0.02,303,224,20130,-5,1,0,GOODBYE &amp; GOOD RIDDANCE
2/7/2020,28,18,CAMILA CABELLO,SYCO/EPIC,20596,-0.1,2013,1386,17197,-10,1,0,ROMANCE
2/7/2020,29,29,MEGHAN TRAINOR,EPIC,20507,0.0,11099,1996,7412,0,1,0,TREAT MYSELF
2/7/2020,30,29,JUICE WRLD,GRADE A/INTERSCOPE,20096,0.1,295,159,19642,-1,1,0,DEATH RACE FOR LOVE
2/7/2020,31,28,POST MALONE,REPUBLIC,19968,0.09,1055,510,18403,-3,1,0,BEERBONGS &amp; BENTLEYS
2/7/2020,32,24,LEWIS CAPALDI,VERTIGO BERLIN/CAPITOL,19925,-0.03,1178,1445,17301,-8,1,0,DIVINELY UNINSPIRED TO A HELLISH EXTENT
2/7/2020,39,39,GRATEFUL DEAD,GRATEFUL DEAD/RHINO,16280,0.0,16280,0,0,0,1,0,DAVE'S PICKS VOL. 33: EVANS FIELD HOUSE
2/7/2020,33,13,SELENA GOMEZ,INTERSCOPE,19056,-0.25,2479,649,15927,-20,1,0,RARE
2/7/2020,34,31,LIL NAS X,COLUMBIA,18427,0.12,289,2400,15738,-3,1,0,7
2/7/2020,35,33,YNW MELLY,ATLANTIC,16942,0.07,13,179,16751,-2,1,0,MELLY VS. MELVIN
2/7/2020,36,34,MUSTARD,10 SUMMERS/INTERSCOPE,16725,0.06,65,404,16256,-2,1,0,PERFECT TEN
2/7/2020,37,32,DRAKE,YMCMB/REPUBLIC,16310,0.02,250,247,15813,-5,1,0,SCORPION
2/7/2020,38,37,DOJA CAT,KEMOSABE/RCA,16300,0.05,184,500,15616,-1,1,0,HOT PINK
2/7/2020,40,35,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,15849,0.01,1110,639,14100,-5,1,0,THIS ONE'S FOR YOU
2/7/2020,41,26,DREAMVILLE,DREAMVILLE/ROC NATION/INTERSCOPE,15779,-0.17,214,133,15432,-15,1,0,REVENGE OF THE DREAMERS III
2/7/2020,42,30,ED SHEERAN,ATLANTIC,15741,-0.08,998,1146,13597,-12,1,0,NO. 6 COLLABORATIONS PROJECT
2/7/2020,43,36,TONES AND I,NEW ELEKTRA,15455,-0.01,652,1692,13111,-7,1,0,THE KIDS ARE COMING
2/7/2020,44,39,TRAVIS SCOTT,CACTUS JACK/GRAND HUSTLE/EPIC,15441,0.03,308,141,14992,-5,1,0,ASTROWORLD
2/7/2020,45,38,QUEEN,HOLLYWOOD,15308,0.02,2490,862,11956,-7,1,0,GREATEST HITS 1
2/7/2020,46,23,BLAKE SHELTON,WARNER NASHVILLE,15073,-0.28,4796,1830,8447,-23,1,0,FULLY LOADED: GOD'S COUNTRY
2/7/2020,47,44,XXXTENTACION,BAD VIBES FOREVER,14984,0.13,190,164,14629,-3,1,0,?
2/7/2020,48,41,ARIANA GRANDE,REPUBLIC,14750,0.02,1372,351,13027,-7,1,0,"THANK U, NEXT"
2/7/2020,49,49,K. MICHELLE,EONE,14734,0.0,9438,347,4948,0,1,0,ALL MONSTERS ARE HUMAN
2/7/2020,50,45,LIL TJAY,COLUMBIA,14636,0.15,39,79,14518,-5,1,0,TRUE 2 MYSELF
2/5/2021,1,1,MORGAN WALLEN,BIG LOUD/REPUBLIC,152596,0.16,26274,5829,120493,0,0,0,DANGEROUS: THE DOUBLE ALBUM
2/5/2021,2,5,LIL DURK,ALAMO/GEFFEN/INTERSCOPE,86604,1.63,655,599,85351,3,0,0,THE VOICE
2/5/2021,3,2,POP SMOKE,VICTOR VICTOR/REPUBLIC,41356,-0.07,761,504,40091,-1,0,0,SHOOT FOR THE STARS AIM FOR THE MOON
2/5/2021,4,4,THE WEEKND,XO/REPUBLIC,33442,-0.02,3348,1612,28482,0,0,1,AFTER HOURS
2/5/2021,5,6,JUICE WRLD,GRADE A/INTERSCOPE,29874,-0.04,1955,179,27739,1,0,0,LEGENDS NEVER DIE
2/5/2021,6,3,TAYLOR SWIFT,REPUBLIC,29680,-0.16,6074,443,23163,-3,0,0,EVERMORE
2/5/2021,7,8,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,28880,-0.02,2286,1050,25545,1,0,0,WHAT YOU SEE IS WHAT YOU GET
2/5/2021,8,9,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,27515,-0.07,327,184,27004,1,0,0,MY TURN
2/5/2021,9,7,ARIANA GRANDE,REPUBLIC,27176,-0.11,1777,455,24944,-2,0,0,POSITIONS
2/5/2021,10,14,BAD BUNNY,RIMAS,24695,-0.04,254,262,24178,4,0,0,EL ULTIMO TOUR DEL MUNDO
2/5/2021,11,12,MEGAN THEE STALLION,ATLANTIC,24411,-0.1,259,708,23444,1,0,0,GOOD NEWS
2/5/2021,12,16,MACHINE GUN KELLY,BAD BOY/INTERSCOPE,24318,0.04,2701,946,20671,4,0,0,TICKETS TO MY DOWNFALL
2/5/2021,13,11,THE KID LAROI,COLUMBIA,24245,-0.11,163,322,23760,-2,0,0,F*CK LOVE
2/5/2021,14,10,TAYLOR SWIFT,REPUBLIC,22855,-0.17,8525,196,14134,-4,0,0,FOLKLORE
2/5/2021,15,15,POST MALONE,REPUBLIC,22755,-0.03,1483,413,20859,0,0,0,HOLLYWOOD'S BLEEDING
2/5/2021,16,29,MORGAN WALLEN,BIG LOUD,21868,0.34,5862,834,15172,13,0,0,IF I KNOW ME
2/5/2021,17,17,HARRY STYLES,COLUMBIA,21582,-0.06,6158,435,14989,0,0,0,FINE LINE
2/5/2021,18,22,DOJA CAT,KEMOSABE/RCA,20923,0.06,182,579,20162,4,0,0,HOT PINK
2/5/2021,19,19,GRATEFUL DEAD,GRATEFUL DEAD/RHINO,20749,0.0,20749,0,0,0,0,0,DAVE'S PICKS VOL. 37
2/5/2021,20,20,JUICE WRLD,GRADE A/INTERSCOPE,19407,-0.06,447,128,18832,0,0,0,GOODBYE &amp; GOOD RIDDANCE
2/5/2021,21,18,HAMILTON,UPTOWN/ATLANTIC,19386,-0.1,1483,168,17734,-3,0,0,ORIGINAL BROADWAY CAST
2/5/2021,22,24,POLO G,COLUMBIA,18411,-0.02,90,74,18248,2,0,0,THE GOAT
2/5/2021,23,21,DUA LIPA,WARNER,17607,-0.11,929,1044,15634,-2,0,0,FUTURE NOSTALGIA
2/5/2021,24,19,EMINEM,SHADY/AFTERMATH/INTERSCOPE,16920,-0.19,2620,308,13991,-5,0,0,MUSIC TO BE MURDERED BY
2/5/2021,25,23,JACK HARLOW,GENERATION NOW/ATLANTIC,16662,-0.14,71,191,16400,-2,0,0,THATS WHAT THEY ALL SAY
2/5/2021,26,37,QUEEN,HOLLYWOOD,16266,0.07,3073,763,12430,11,0,0,GREATEST HITS 1
2/5/2021,27,27,WEEZER,CRUSH/ATLANTIC,15816,0.0,10334,474,5007,0,0,0,OK HUMAN
2/5/2021,28,30,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,15714,-0.04,1334,361,14020,2,0,0,THIS ONE'S FOR YOU
2/5/2021,29,25,DABABY,SCMG/INTERSCOPE,15673,-0.1,166,161,15347,-4,0,0,BLAME IT ON BABY
2/5/2021,30,27,JUICE WRLD,GRADE A/INTERSCOPE,15189,-0.09,378,75,14736,-3,0,0,DEATH RACE FOR LOVE
2/5/2021,31,26,ROD WAVE,ALAMO/GEFFEN/INTERSCOPE,15102,-0.1,47,84,14971,-5,0,0,PRAY 4 LOVE
2/5/2021,32,31,BAD BUNNY,RIMAS,14928,-0.07,152,68,14709,-1,0,0,YHLQMDLG
2/5/2021,33,40,CHRIS STAPLETON,MERCURY NASHVILLE,14925,0.02,4262,739,9924,7,0,0,STARTING OVER
2/5/2021,34,34,METALLICA,BLACKENED,14612,0.0,10242,261,4108,0,0,0,METALLICA
2/5/2021,35,32,BILLIE EILISH,DARKROOM/INTERSCOPE,14586,-0.08,2492,289,11805,-3,0,0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2/5/2021,36,33,MILEY CYRUS,RCA,14089,-0.1,1315,415,12359,-3,0,0,PLASTIC HEARTS
2/5/2021,37,41,SUMMER WALKER,LVRN/INTERSCOPE,13932,-0.04,275,75,13582,4,0,0,OVER IT
2/5/2021,38,38,LIL UZI VERT,GENERATION NOW/ATLANTIC,13776,-0.09,42,30,13704,0,0,0,ETERNAL ATAKE
2/5/2021,39,34,JAZMINE SULLIVAN,RCA,13774,-0.12,754,228,12793,-5,0,0,HEAUX TALES
2/5/2021,40,36,SZA,TDE/RCA,13670,-0.12,270,57,13344,-4,0,0,CTRL
2/5/2021,41,43,LEWIS CAPALDI,VERTIGO BERLIN/CAPITOL,13489,-0.04,547,354,12587,2,0,0,DIVINELY UNINSPIRED TO A HELLISH EXTENT
2/5/2021,42,35,FUTURE,FREEBANDZ/EPIC/GENERATION NOW/ATLANTIC,13480,-0.13,26,72,13382,-7,0,0,PLUTO X BABY PLUTO
2/5/2021,43,28,PLAYBOI CARTI,INTERSCOPE,13306,-0.19,35,32,13239,-15,0,0,WHOLE LOTTA RED
2/5/2021,44,49,ELTON JOHN,ISLAND,13275,0.0,1882,512,10881,5,0,0,DIAMONDS
2/5/2021,45,47,POST MALONE,REPUBLIC,13125,-0.04,506,408,12211,2,0,0,BEERBONGS &amp; BENTLEYS
2/5/2021,46,46,FLEETWOOD MAC,WARNER,12340,0.0,1668,518,10154,0,0,0,GREATEST HITS
2/5/2021,47,13,ANUEL AA,REAL HASTA LA MUERTE,12308,-0.53,502,136,11671,-34,0,0,LOS DIOSES
2/5/2021,48,48,RODDY RICCH,BIRD VISION/ATLANTIC,12253,-0.09,116,65,12072,0,0,0,PLEASE EXCUSE ME FOR BEING ANTISOCIAL
